Component,File,Variable,Category,Type,Public?,Risk Level,Context
ember/devbox,ember/devbox/src/auth.ts,session,Sensitive,Auth Token,No,Medium,"import { GitHub, Google } from ""arctic"";
import { db } from ""./connection.js"";
import { users, sessions } from ""./db.js"";

// ── Lucia ────────────────────────────────────────────────────
const adapte"
ember/devbox,ember/devbox/src/auth.ts,session,Sensitive,Auth Token,No,Medium,"// ── Lucia ────────────────────────────────────────────────────
const adapter = new DrizzlePostgreSQLAdapter(db, sessions, users);

export const lucia = new Lucia(adapter, {
  sessionCookie: {
    at"
ember/devbox,ember/devbox/src/auth.ts,NODE_ENV,Config,Env (Node),No,Low,"const adapter = new DrizzlePostgreSQLAdapter(db, sessions, users);

export const lucia = new Lucia(adapter, {
  sessionCookie: {
    attributes: {
      secure: process.env.NODE_ENV === ""production"",
"
ember/devbox,ember/devbox/src/auth.ts,APP_URL,Config,Env (Node),No,Low,"};
  }
}

// ── OAuth Providers ──────────────────────────────────────────
const APP_URL = process.env.APP_URL || ""http://localhost:3000"";

// Login: minimal scope (user:email only)
// OAuth providers"
ember/devbox,ember/devbox/src/auth.ts,GITHUB_CLIENT_ID,Config,Env (Node),No,Low,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";

// Login: minimal scope (user:email only)
// OAuth providers are optional - empty strings won't crash but routes will fail gracefully
e"
ember/devbox,ember/devbox/src/auth.ts,GITHUB_CLIENT_SECRET,Sensitive,Env (Node),No,Medium,"// Login: minimal scope (user:email only)
// OAuth providers are optional - empty strings won't crash but routes will fail gracefully
export const github = new GitHub(
  process.env.GITHUB_CLIENT_ID |"
ember/devbox,ember/devbox/src/auth.ts,GITHUB_CLIENT_ID,Config,Env (Node),No,Low,"`${APP_URL}/api/auth/github/callback`
);

// Connect: broader scope for repo access (user triggers explicitly)
export const githubConnect = new GitHub(
  process.env.GITHUB_CLIENT_ID || """",
  process."
ember/devbox,ember/devbox/src/auth.ts,GITHUB_CLIENT_SECRET,Sensitive,Env (Node),No,Medium,");

// Connect: broader scope for repo access (user triggers explicitly)
export const githubConnect = new GitHub(
  process.env.GITHUB_CLIENT_ID || """",
  process.env.GITHUB_CLIENT_SECRET || """",
  `${A"
ember/devbox,ember/devbox/src/auth.ts,GOOGLE_CLIENT_ID,Config,Env (Node),No,Low,"process.env.GITHUB_CLIENT_SECRET || """",
  `${APP_URL}/api/github/connect/callback`
);

export const google = new Google(
  process.env.GOOGLE_CLIENT_ID || """",
  process.env.GOOGLE_CLIENT_SECRET || """","
ember/devbox,ember/devbox/src/auth.ts,GOOGLE_CLIENT_SECRET,Sensitive,Env (Node),No,Medium,"`${APP_URL}/api/github/connect/callback`
);

export const google = new Google(
  process.env.GOOGLE_CLIENT_ID || """",
  process.env.GOOGLE_CLIENT_SECRET || """",
  `${APP_URL}/api/auth/google/callback`
)"
ember/devbox,ember/devbox/src/connection.ts,DATABASE_URL,Config,Env (Node),No,Low,"import postgres from ""postgres"";
import * as schema from ""./db.js"";

// Single connection pool shared by Drizzle and raw SQL queries.
// Import `rawSql` for transactions/raw queries, `db` for Drizzle "
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"createdAt: timestamp(""created_at"", { withTimezone: true }).notNull().defaultNow(),
  updatedAt: timestamp(""updated_at"", { withTimezone: true }).notNull().defaultNow(),
});

// ── Sessions (Lucia) ────"
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,".notNull()
    .references(() => users.id, { onDelete: ""cascade"" }),
  type: text(""type"").notNull(),                        // checkout | add_slot
  size: text(""size"").notNull(),
  status: text(""statu"
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"deletedAt: timestamp(""deleted_at"", { withTimezone: true }),
});

// ── Terminal Sessions (inventory for audit/revocation) ────────
export const terminalSessions = pgTable(
  ""terminal_sessions"",
  {
 "
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"revokedAt: timestamp(""revoked_at"", { withTimezone: true }),
    lastUsedAt: timestamp(""last_used_at"", { withTimezone: true }),
    revokeReason: text(""revoke_reason""),                 // logout | ban "
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"lastUsedAt: timestamp(""last_used_at"", { withTimezone: true }),
    revokeReason: text(""revoke_reason""),                 // logout | ban | password_reset | machine_restart
  },
  (table) => [
    index"
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"export const exchangeCodes = pgTable(""exchange_codes"", {
  code: text(""code"").primaryKey(),
  machineId: text(""machine_id"").notNull().references(() => machines.id, { onDelete: ""cascade"" }),
  userId: "
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"index(""audit_log_action_idx"").on(table.action),
    index(""audit_log_created_idx"").on(table.createdAt),
  ]
);

// ── API Keys (for v1 endpoints: workers, AI, sessions) ──
export const apiKeys = pgTab"
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"}, (table) => [
  index(""ai_usage_user_period_idx"").on(table.userId, table.createdAt),
]);

// ── Stoke Sessions (build progress for dashboard + shareable links) ──
export const stokeSessions = pgTabl"
ember/devbox,ember/devbox/src/db.ts,session,Sensitive,Auth Token,No,Medium,"totalCostUsd: numeric(""total_cost_usd"", { precision: 10, scale: 4 }).notNull().default(""0""),
  burstWorkers: integer(""burst_workers"").notNull().default(0),
  createdAt: timestamp(""created_at"", { withT"
ember/devbox,ember/devbox/src/email.ts,EMAIL_PROVIDER,Config,Env (Node),No,Low,"text: string;
  html?: string;
}

export async function sendEmail(msg: EmailMessage): Promise<boolean> {
  const provider = process.env.EMAIL_PROVIDER || ""console"";

  if (provider === ""console"") {
  "
ember/devbox,ember/devbox/src/email.ts,NODE_ENV,Config,Env (Node),No,Low,"export async function sendEmail(msg: EmailMessage): Promise<boolean> {
  const provider = process.env.EMAIL_PROVIDER || ""console"";

  if (provider === ""console"") {
    if (process.env.NODE_ENV === ""pr"
ember/devbox,ember/devbox/src/email.ts,RESEND_API_KEY,Sensitive,Env (Node),No,Medium,"try {
      const res = await fetch(""https://api.resend.com/emails"", {
        method: ""POST"",
        headers: {
          ""Content-Type"": ""application/json"",
          ""Authorization"": `Bearer ${pro"
ember/devbox,ember/devbox/src/email.ts,Authorization,Sensitive,Auth Token,No,Medium,"try {
      const res = await fetch(""https://api.resend.com/emails"", {
        method: ""POST"",
        headers: {
          ""Content-Type"": ""application/json"",
          ""Authorization"": `Bearer ${pro"
ember/devbox,ember/devbox/src/email.ts,EMAIL_FROM,Config,Env (Node),No,Low,"headers: {
          ""Content-Type"": ""application/json"",
          ""Authorization"": `Bearer ${process.env.RESEND_API_KEY}`,
        },
        body: JSON.stringify({
          from: process.env.EMAIL_"
ember/devbox,ember/devbox/src/fly.ts,FLY_API_TOKEN,Sensitive,Env (Node),No,Medium,"import crypto from ""crypto"";

const FLY_API = ""https://api.machines.dev"";
const FLY_GQL = ""https://api.fly.io/graphql"";
const FLY_TOKEN = () => process.env.FLY_API_TOKEN!;
const FLY_ORG = () => proces"
ember/devbox,ember/devbox/src/fly.ts,FLY_ORG,Config,Env (Node),No,Low,"import crypto from ""crypto"";

const FLY_API = ""https://api.machines.dev"";
const FLY_GQL = ""https://api.fly.io/graphql"";
const FLY_TOKEN = () => process.env.FLY_API_TOKEN!;
const FLY_ORG = () => proces"
ember/devbox,ember/devbox/src/fly.ts,MACHINE_HOST_SUFFIX,Config,Env (Node),No,Low,"const FLY_API = ""https://api.machines.dev"";
const FLY_GQL = ""https://api.fly.io/graphql"";
const FLY_TOKEN = () => process.env.FLY_API_TOKEN!;
const FLY_ORG = () => process.env.FLY_ORG || ""personal"";
c"
ember/devbox,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"export async function flyApi(path: string, method = ""GET"", body?: any): Promise<any> {
  const res = await fetch(`${FLY_API}${path}`, {
    method,
    headers: {
      Authorization: `Bearer ${FLY_TO"
ember/devbox,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"export async function flyGraphQL(query: string, variables?: any) {
  const res = await fetch(FLY_GQL, {
    method: ""POST"",
    headers: {
      Authorization: `Bearer ${FLY_TOKEN()}`,
      ""Content-"
ember/devbox,ember/devbox/src/fly.ts,INTERNAL_API_URL,Config,Env (Node),No,Low,"const env: Record<string, string> = {
    EMBER_LABEL: opts.label,
    MACHINE_TOKEN: opts.machineToken,
    MACHINE_TYPE: opts.machineType,
    // INTERNAL_API_URL: used by machine for API calls (ver"
ember/devbox,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"];
  for (const origin of origins) {
    try {
      const res = await fetch(`${origin}/internal/revoke`, {
        method: ""POST"",
        headers: { Authorization: `Bearer ${machineToken}` },
      "
ember/devbox,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"for (const origin of origins) {
    try {
      const res = await fetch(`${origin}/internal/upload`, {
        method: ""POST"",
        headers: {
          Authorization: `Bearer ${machineToken}`,
   "
ember/devbox,ember/devbox/src/github-app.ts,GITHUB_APP_ID,Config,Env (Node),No,Low,"//   4. Users install the App on their account/org via /api/github/install
//   5. At machine creation, we generate a short-lived installation token for the specific repo

import crypto from ""crypto"";"
ember/devbox,ember/devbox/src/github-app.ts,GITHUB_APP_PRIVATE_KEY,Sensitive,Env (Node),No,Medium,"//   5. At machine creation, we generate a short-lived installation token for the specific repo

import crypto from ""crypto"";

const APP_ID = () => process.env.GITHUB_APP_ID || """";
const PRIVATE_KEY ="
ember/devbox,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,No,High (potential hardcoded),"// Get installation ID for a user's GitHub account
export async function getInstallationForUser(githubUsername: string): Promise<number | null> {
  if (!isConfigured()) return null;

  try {
    const"
ember/devbox,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"try {
    const jwt = createAppJWT();
    const res = await fetch(""https://api.github.com/app/installations"", {
      headers: {
        Authorization: `Bearer ${jwt}`,
        Accept: ""application/vn"
ember/devbox,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,No,High (potential hardcoded),"try {
    const jwt = createAppJWT();
    const res = await fetch(""https://api.github.com/app/installations"", {
      headers: {
        Authorization: `Bearer ${jwt}`,
        Accept: ""application/vn"
ember/devbox,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,No,High (potential hardcoded),"repos?: string[],         // e.g. [""my-repo""] (repo names, not full names)
): Promise<{ token: string; expiresAt: string } | null> {
  if (!isConfigured()) return null;

  try {
    const jwt = create"
ember/devbox,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"const res = await fetch(
      `https://api.github.com/app/installations/${installationId}/access_tokens`,
      {
        method: ""POST"",
        headers: {
          Authorization: `Bearer ${jwt}`,
"
ember/devbox,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,No,High (potential hardcoded),"const res = await fetch(
      `https://api.github.com/app/installations/${installationId}/access_tokens`,
      {
        method: ""POST"",
        headers: {
          Authorization: `Bearer ${jwt}`,
"
ember/devbox,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,No,High (potential hardcoded),"if (!tokenResult) return [];

  try {
    const res = await fetch(""https://api.github.com/installation/repositories?per_page=100"", {
      headers: {
        Authorization: `Bearer ${tokenResult.token"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"import accountRoutes from ""./routes/account.js"";
import apiKeyRoutes from ""./routes/api-keys.js"";
import creditsRoutes from ""./routes/credits.js"";
import workerRoutes from ""./routes/workers.js"";
impor"
ember/devbox,ember/devbox/src/index.ts,NODE_ENV,Config,Env (Node),No,Low,"import { db } from ""./connection.js"";
import { users, machines, slots } from ""./db.js"";
import { lucia } from ""./auth.js"";

function validateProductionConfig() {
  if (process.env.NODE_ENV !== ""produc"
ember/devbox,ember/devbox/src/index.ts,APP_URL,Config,Env (Node),No,Low,"function validateProductionConfig() {
  if (process.env.NODE_ENV !== ""production"") return;

  const errors: string[] = [];
  const appUrl = process.env.APP_URL || """";
  const machineHostSuffix = proce"
ember/devbox,ember/devbox/src/index.ts,MACHINE_HOST_SUFFIX,Config,Env (Node),No,Low,"function validateProductionConfig() {
  if (process.env.NODE_ENV !== ""production"") return;

  const errors: string[] = [];
  const appUrl = process.env.APP_URL || """";
  const machineHostSuffix = proce"
ember/devbox,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env (Node),No,Low,"errors.push(""APP_URL must be an https:// URL in production"");
  }
  if (machineHostSuffix === "".fly.dev"") {
    errors.push(""MACHINE_HOST_SUFFIX must be a custom domain in production; .fly.dev is not "
ember/devbox,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env (Node),No,Low,"errors.push(""MACHINE_HOST_SUFFIX must be a custom domain in production; .fly.dev is not reliable for embedded terminals"");
  }
  if (process.env.EMAIL_PROVIDER === ""console"") {
    errors.push(""EMAIL_"
ember/devbox,ember/devbox/src/index.ts,RESEND_API_KEY,Sensitive,Env (Node),No,Medium,"errors.push(""MACHINE_HOST_SUFFIX must be a custom domain in production; .fly.dev is not reliable for embedded terminals"");
  }
  if (process.env.EMAIL_PROVIDER === ""console"") {
    errors.push(""EMAIL_"
ember/devbox,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env (Node),No,Low,"errors.push(""EMAIL_PROVIDER=console is not allowed in production (would leak reset links to logs)"");
  }
  if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.RESEND_API_KEY) {
    errors.push"
ember/devbox,ember/devbox/src/index.ts,EMAIL_FROM,Config,Env (Node),No,Low,"errors.push(""EMAIL_PROVIDER=console is not allowed in production (would leak reset links to logs)"");
  }
  if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.RESEND_API_KEY) {
    errors.push"
ember/devbox,ember/devbox/src/index.ts,MACHINE_HOST_SUFFIX,Config,Env (Node),No,Low,"}
  console.log(msg);
}));

// ── Security headers ─────────────────────────────────────────
const machineHostSuffix = process.env.MACHINE_HOST_SUFFIX || "".fly.dev"";
const frameSrcPattern = `https://*"
ember/devbox,ember/devbox/src/index.ts,Authorization,Sensitive,Auth Token,No,Medium,"},
  }),
);

// ── CSRF protection on all POST/PUT/DELETE ───────────────────
// /v1/* uses API key auth (Authorization header), which is inherently CSRF-proof.
// Only browser-session routes need Ori"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"}),
);

// ── CSRF protection on all POST/PUT/DELETE ───────────────────
// /v1/* uses API key auth (Authorization header), which is inherently CSRF-proof.
// Only browser-session routes need Origin-b"
ember/devbox,ember/devbox/src/index.ts,ENABLE_V1_WORKERS,Config,Env (Node),No,Low,"// Feature-flagged v1 routes: off by default for paid beta.
// Enable when entitlement/cost model is real.
const notEnabledWorkers = (c: any) => c.json({ error: ""Workers API not enabled. Set ENABLE_V1"
ember/devbox,ember/devbox/src/index.ts,ENABLE_MANAGED_AI,Config,Env (Node),No,Low,"console.log(""[flags] v1/workers: enabled"");
} else {
  app.all(""/v1/workers"", notEnabledWorkers);
  app.all(""/v1/workers/*"", notEnabledWorkers);
}
if (process.env.ENABLE_MANAGED_AI === ""true"") {
  app"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"console.log(""[flags] v1/ai: enabled"");
} else {
  app.all(""/v1/ai"", notEnabledAI);
  app.all(""/v1/ai/*"", notEnabledAI);
}
app.route(""/v1/sessions"", sessionRoutes);

// ── Health check (public) ───────"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"// ── Health check (public) ────────────────────────────────────
app.get(""/api/health"", (c) => c.json({ status: ""ok"" }));

// ── Monitoring (admin-only, detailed) ────────────────────────
app.get(""/ap"
ember/devbox,ember/devbox/src/index.ts,Authorization,Sensitive,Auth Token,No,Medium,"app.get(""/api/health"", (c) => c.json({ status: ""ok"" }));

// ── Monitoring (admin-only, detailed) ────────────────────────
app.get(""/api/health/detailed"", async (c) => {
  // Authenticate via reconcil"
ember/devbox,ember/devbox/src/index.ts,RECONCILE_SECRET,Sensitive,Env (Node),No,Medium,"// ── Monitoring (admin-only, detailed) ────────────────────────
app.get(""/api/health/detailed"", async (c) => {
  // Authenticate via reconcile secret OR admin session cookie
  const auth = c.req.head"
ember/devbox,ember/devbox/src/index.ts,bearer,Sensitive,Auth Token,No,Medium,"// Authenticate via reconcile secret OR admin session cookie
  const auth = c.req.header(""Authorization"");
  const secret = process.env.RECONCILE_SECRET;
  let authorized = false;

  // Check bearer t"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,High (potential hardcoded),"// Check bearer token
  if (secret && auth === `Bearer ${secret}`) {
    authorized = true;
  }

  // Check admin session cookie
  if (!authorized) {
    try {
      const { getCookie } = await import"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"// Check admin session cookie
  if (!authorized) {
    try {
      const { getCookie } = await import(""hono/cookie"");
      const sessionId = getCookie(c, lucia.sessionCookieName);
      if (sessionId"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"// Check admin session cookie
  if (!authorized) {
    try {
      const { getCookie } = await import(""hono/cookie"");
      const sessionId = getCookie(c, lucia.sessionCookieName);
      if (sessionId"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"if (!authorized) {
    try {
      const { getCookie } = await import(""hono/cookie"");
      const sessionId = getCookie(c, lucia.sessionCookieName);
      if (sessionId) {
        const { session, use"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"try {
      const { getCookie } = await import(""hono/cookie"");
      const sessionId = getCookie(c, lucia.sessionCookieName);
      if (sessionId) {
        const { session, user: sessionUser } = awai"
ember/devbox,ember/devbox/src/index.ts,session,Sensitive,Auth Token,No,Medium,"const { getCookie } = await import(""hono/cookie"");
      const sessionId = getCookie(c, lucia.sessionCookieName);
      if (sessionId) {
        const { session, user: sessionUser } = await lucia.vali"
ember/devbox,ember/devbox/src/index.ts,PORT,Config,Env (Node),No,Low,"// ── Static files ─────────────────────────────────────────────
app.use(""/*"", serveStatic({ root: ""./web/dist"" }));
app.get(""*"", serveStatic({ root: ""./web/dist"", path: ""index.html"" }));

const port "
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"import crypto from ""crypto"";

type Env = {
  Variables: {
    user: { id: string; email: string; name: string | null; role: string; status: string; avatarUrl: string | null };
    session: { id: strin"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"};
}

export function requireAuth() {
  return async (c: Context<Env>, next: Next) => {
    const sessionId = getCookie(c, lucia.sessionCookieName);
    if (!sessionId) return c.json({ error: ""Not aut"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"}

export function requireAuth() {
  return async (c: Context<Env>, next: Next) => {
    const sessionId = getCookie(c, lucia.sessionCookieName);
    if (!sessionId) return c.json({ error: ""Not authen"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"export function requireAuth() {
  return async (c: Context<Env>, next: Next) => {
    const sessionId = getCookie(c, lucia.sessionCookieName);
    if (!sessionId) return c.json({ error: ""Not authentic"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"return async (c: Context<Env>, next: Next) => {
    const sessionId = getCookie(c, lucia.sessionCookieName);
    if (!sessionId) return c.json({ error: ""Not authenticated"" }, 401);

    const { sessio"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"const blank = lucia.createBlankSessionCookie();
      setCookie(c, blank.name, blank.value, blank.attributes as any);
      return c.json({ error: ""Session expired"" }, 401);
    }

    if (session.fre"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"setCookie(c, blank.name, blank.value, blank.attributes as any);
      return c.json({ error: ""Session expired"" }, 401);
    }

    if (session.fresh) {
      const fresh = lucia.createSessionCookie(se"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"}

    if (user.status === ""banned"") return c.json({ error: ""Account suspended"" }, 403);

    c.set(""user"", user);
    c.set(""session"", session);
    return next();
  };
}

export function requireAdmi"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"// Exempt startup script fetch (Bearer token auth, machine-to-API calls)
    if (/^\/api\/machines\/[^/]+\/startup$/.test(c.req.path)) return next();

    const origin = c.req.header(""origin"");
    if"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"if (/^\/api\/machines\/[^/]+\/startup$/.test(c.req.path)) return next();

    const origin = c.req.header(""origin"");
    if (!origin) {
      // No origin: allow if there's a valid session cookie (sam"
ember/devbox,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,No,Medium,"const origin = c.req.header(""origin"");
    if (!origin) {
      // No origin: allow if there's a valid session cookie (same-origin non-fetch)
      const sessionId = getCookie(c, lucia.sessionCookieNa"
ember/devbox,ember/devbox/src/middleware.ts,APP_URL,Config,Env (Node),No,Low,"if (sessionId) return next();
      // Unauthenticated POSTs (login, register) must have an origin
      return c.json({ error: ""Missing Origin header"" }, 403);
    }

    const appUrl = process.env.A"
ember/devbox,ember/devbox/src/rate-limit.ts,RATE_LIMIT_BACKEND,Config,Env (Node),No,Low,"return { allowed: true, remaining: max - result.cnt, retryAfter: 0 };
}

// ── Rate limit middleware factory ─────────────────────────────
const usePostgres = process.env.RATE_LIMIT_BACKEND === ""postg"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"import { z } from ""zod"";
import crypto from ""crypto"";
import { hash } from ""@node-rs/argon2"";
import { nanoid } from ""nanoid"";
import { db, rawSql } from ""../connection.js"";
import { users, sessions, "
ember/devbox,ember/devbox/src/routes/account.ts,STRIPE_SECRET_KEY,Sensitive,Env (Node),No,Medium,"import { lucia } from ""../auth.js"";
import { requireAuth } from ""../middleware.js"";
import { sendEmail, passwordResetEmail, emailVerificationEmail } from ""../email.js"";
import { revokeAllTerminalSessi"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"import { sendEmail, passwordResetEmail, emailVerificationEmail } from ""../email.js"";
import { revokeAllTerminalSessionsForUser } from ""./machines.js"";
import Stripe from ""stripe"";
const stripe = new S"
ember/devbox,ember/devbox/src/routes/account.ts,APP_URL,Config,Env (Node),No,Low,"import { revokeAllTerminalSessionsForUser } from ""./machines.js"";
import Stripe from ""stripe"";
const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!, { apiVersion: ""2024-04-10"" as any });

const ap"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// Invalidate ALL outstanding reset tokens for this user (not just the one we consumed).
  // Without this, older emailed links remain valid until expiry.
  await rawSql`UPDATE password_reset_tokens S"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// ══════════════════════════════════════════════════════════════
// SESSION MANAGEMENT
// ══════════════════════════════════════════════════════════════

// List active sessions
app.get(""/sessions"", "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// ══════════════════════════════════════════════════════════════
// SESSION MANAGEMENT
// ══════════════════════════════════════════════════════════════

// List active sessions
app.get(""/sessions"", "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// ══════════════════════════════════════════════════════════════

// List active sessions
app.get(""/sessions"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const currentSessio"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"app.get(""/sessions"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia.sessionCookieName);

  const userSessions = await db.select({
    "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"const user = c.get(""user"") as any;
  const currentSessionId = getCookie(c, lucia.sessionCookieName);

  const userSessions = await db.select({
    id: sessions.id,
    expiresAt: sessions.expiresAt,
 "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"const currentSessionId = getCookie(c, lucia.sessionCookieName);

  const userSessions = await db.select({
    id: sessions.id,
    expiresAt: sessions.expiresAt,
  }).from(sessions).where(eq(sessions."
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"id: sessions.id,
    expiresAt: sessions.expiresAt,
  }).from(sessions).where(eq(sessions.userId, user.id)).orderBy(desc(sessions.expiresAt));

  return c.json({
    sessions: userSessions.map(s => ({"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"current: s.id === currentSessionId,
    })),
  });
});

// Revoke a specific session
app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const session"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"})),
  });
});

// Revoke a specific session
app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const sessionId = c.req.param(""id"");
  const currentS"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"});

// Revoke a specific session
app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const sessionId = c.req.param(""id"");
  const currentSessionId = "
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// Revoke a specific session
app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const sessionId = c.req.param(""id"");
  const currentSessionId = getCo"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {
  const user = c.get(""user"") as any;
  const sessionId = c.req.param(""id"");
  const currentSessionId = getCookie(c, lucia.sessionCookieNa"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"const user = c.get(""user"") as any;
  const sessionId = c.req.param(""id"");
  const currentSessionId = getCookie(c, lucia.sessionCookieName);

  if (sessionId === currentSessionId) {
    return c.json({"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"if (sessionId === currentSessionId) {
    return c.json({ error: ""Cannot revoke current session. Use logout instead."" }, 400);
  }

  // Verify session belongs to this user
  const [session] = await d"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"if (sessionId === currentSessionId) {
    return c.json({ error: ""Cannot revoke current session. Use logout instead."" }, 400);
  }

  // Verify session belongs to this user
  const [session] = await d"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"return c.json({ error: ""Cannot revoke current session. Use logout instead."" }, 400);
  }

  // Verify session belongs to this user
  const [session] = await db.select().from(sessions)
    .where(and(e"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"}

  // Verify session belongs to this user
  const [session] = await db.select().from(sessions)
    .where(and(eq(sessions.id, sessionId!), eq(sessions.userId, user.id))).limit(1);
  if (!session) re"
ember/devbox,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,No,Medium,"// Verify session belongs to this user
  const [session] = await db.select().from(sessions)
    .where(and(eq(sessions.id, sessionId!), eq(sessions.userId, user.id))).limit(1);
  if (!session) return "
